214,8,60,IF6BV,844,973
215,8,60,IF6CJ,844,973
216,8,60,IF6CK,844,973
217,8,60,IF6CM,844,973
218,8,60,LEM701,844,973
219,8,60,LEM702,844,973
220,8,60,LEM703,844,973
221,8,45,MA7AV,844,973
222,8,60,MA70C,844,966
223,8,30,QB7AH,844,973
224,8,30,QB7AI,844,973
225,8,30,QB70F,844,973
226,8,30,QB74I,844,973
227,9,30,CSX42,844,
228,9,30,GE70H,844,
229,9,30,QB70E,844,
230,10,30,CSX43,844,
231,10,30,EEF31,844,
